term	translation
vagus	vago
vaivoda	voivoda
valachia	valáquia
valde	muito \ extremamente \ grande
valdivia	valdivia
valdoletum	valladolid \ valladolid
vale	adeus \ passe-bem \ até-logo
valencenae	valenciennes
valens	forte \ vigoroso \ valente \ robusto
valentia	força \ valência \ valença
valentinianus i	valentiniano i
valentinianus ii	valentiniano ii
valentinianus iii	valentiniano iii
valentinus	papa valentino \ valentim \ valentino \ valentím
valentulus	forte
valeo	custar \ poder \ valer
valeria	valéria
valeriana	valeriana \ valeriana
valeriana dioica	valeriana dioica
valeriana officinalis	valeriana
valerianaceae	valerianáceas
valesia	valais
valete	bons sonhos \ durma com deus
valetudinarium	hospital \ hospital \ hospital
valetudinarius	valetudinário
valetudo	saúde
valia	vália
valida	forte
valide	fortemente
validitas	validade
validum	forte
validus	forte \ poderoso \ são \ valido
valis	vale
valitudo	saúde
valkyria	valquírias
vallenatum	vallenato
valles	vale
valles marineris	valles marineris
vallestria	baixada \ depressão
valletta	valeta \ valeta
vallettus	manobrista
vallis	vale \ vale
vallis augustana	vale de aosta
vallis clausa	vaucluse
vallis esiae	val-d’oise
vallis guidonis	laval
vallis ladinorum	la valle
vallis maternae	val-de-marne
vallonia	valônia
vallum	paliçada \ muralha \ parede \ paliçada
vallum aelium	muralha de adriano
vallus	paliçada
valor	valor \ valor
valor medius exspectatus	média
valor permutationis	valor de troca \ valor de troca
valor usualis	valor de uso
valsa	valsa \ valsa
valva	buceta
valvae	portal
valvae cordis	valva cardíaca
valvula	válvula \ válvula
valério	marcelo
vamanga	ayacucho
vampirus	vampiro
vampyressa bidens	vampyriscus bidens
vampyrus	vampiro \ vampiro
vanadium	vanádio \ vanádio
vancuverium	vancouver
vandali	vândalos
vandalitia	andaluzia \ andaluzia \ andalucia
vandalusia	andalucia \ andaluzia
vane	debalde \ em vão \ inutilmente
vanellinae	vanellus
vanellus	abibe-comum \ abibe \ abitoninha \ pavoncino
vanellus miles	vanellus miles
vanellus vanellus	abibe-comum
vanesco	desaparecer \ esvair \ sumir
vanilla	baunilha
vanilla planifolia	baunilha
vanitas	vaidade \ vanitas
vannus	camionete
vantania	vantaa
vanuatu	vanuatu
vanus	estéril \ fútil \ improfícuo
vapincum	gap
vapor	vapor \ fumo
vaporis plenus	enevoado
vaporitraha	locomotiva a vapor \ locomotiva a vapor
vaporosus	enevoado
vapos	fumo \ vapor
vappa	vinho
varadinum	oradea
varanus	varano
varanus komodoensis	dragão-de-komodo
vardo	guardar \ gard
varecia rubra	varecia rubra
varecia variegata	varecia-preto-e-branco
variabilis	variável
variantia	variedade
variatio	variação
variatus	variado
varicella	catapora \ varicela \ varicela
variego	variegar
varietas	variedade \ variedade
varietas linguistica	variação linguística
vario	variar
variola	varíola \ varíola
variola louti	variola louti
varius	diverso \ diferente \ distinto
varo	varão
varro	barão
varsovia	varsóvia \ varsóvia
varus	var
vas	barril \ barrica \ casco
vas deferens	canal deferente \ ducto deferente \ ducto deferente
vas muliebre	vagina
vas sanguineum	vaso sanguíneo \ vaso sanguíneo
vasa vasorum	vasa vasorum
vascones	vascones
vasconica	basca \ basco
vasconicus	basco \ basca
vase	vaso
vaselinum	vaselina
vasingtonia	washington
vasis	vaso
vassallus	vassalo
vastatio	devastação
vastus	vazio
vates	poeta \ profeta \ profetisa
vaticanum	vaticano
vaticanus	vaticano
vaticinator	profeta \ profetisa
vaticinatrix	profetisa
vaticino	profetizar
vaticinor	predizer \ prever \ profetizar \ vaticinar
vatillum	pá \ pá
vauconda	wauconda
veclus	velho
vecta	ilha de wight \ ilha de wight
vectigal	imposto \ taxa \ faturamento \ tributo
vectigal in hereditatem	imposto do selo
vectigalis	faturamento
vectis	alavanca \ alavanca \ ilha de wight
vectis velocitatis commutandae	alavanca de câmbio
vector	cavaleiro \ passageiro \ vetor
vectura	transporte \ transporte
vecula	bezerra \ novilha \ vitela
vedae	vedas
vega	vega
vegeta	forte
vegetabilis	vegetal
vegetarianismus	vegetarianismo \ vegetarianismo
vegetatio	vegetação \ vegetação
vegetum	forte
vegetus	forte \ fresca
vegrandis	menor
vehemens	intenso \ veemente \ violento
vehementer	violentamente
vehementes vicissitudines	ação
vehementia	veemência
vehementior	forte
vehementissimus	violentissimo
vehere	andar \ caminhar \ estar
vehiculum	veículo \ carroça \ carruagem \ veículos \ veículo
vehiculum aerium	aeronave
vehiculum aërium	aeronave
vehiculum operariorum armatum	veículo blindado de transporte de pessoal
vehiculum pusillum	modelo de automóvel
veho	portar \ carregar \ levar
veii	veios
vel	ou \ par
vela	vela
velitabulatio	windsurf
velitrae	velletri
velivolum	planador
velle	querer \ desejar \ desejo
vellingtonia	wellington \ wellington
vello	puxar \ tirar \ sacar
vellus	lã
velocitas	velocidade \ celeridade \ rapidez \ velocidade
velocitas luminis	velocidade da luz
velociter	depressa \ rapidamente
velodromus vincennis	vélodrome de vincennes
velox	veloz \ rápida
velum	vela \ véu \ cortina \ toldo \ vela
velum fenestrae	cortina
velumensis terra	wieluń
vena	filão metálico \ veia \ veia
vena axillaris	veia axilar
vena azygos	veia ázigos
vena cava inferior	veia cava inferior
vena cava superior vena maxima	veia cava superior
vena cephalica	veia cefálica
vena dorsalis profunda penis	veia dorsal superficial do pênis
vena femoralis	veia femoral \ veia femoral
vena iliaca externa	veia ilíaca externa
vena jugularis externa	veia jugular externa
vena jugularis interna	veia jugular interna
vena mediana cubiti	veia cubital mediana
vena ovarica sinistra vena ovarica dextra	veia ovárica
vena poplitea	veia poplítea
vena portae hepatis	veia porta hepática
vena profunda femoris	veia femoral profunda
vena saphena parva	veia safena parva
vena subclavia	veia subclávia
vena testicularis	veia testicular
vena ulnaris	veias ulnares
vena uterina	veias uterinas
vena ventriculi sinistri posterior	veia posterior do ventrículo esquerdo
vena vertebralis	veia vertebral
venabulum	espeto
venae cavae	veia cava
venae iugulares	veia jugular \ veia jugular
venae metacarpales dorsales	veias metacarpais dorsais
venae metacarpales palmares	veias metacarpais palmares
venae pulmonales	veia pulmonar
venae renales	veia renal
venale	à venda
venaliciarius	traficante de escravos
venalicium	marketing \ mercado de escravos
venalicius	traficante de escravos \ vende-se
venalis	à venda
venari	caçar
venaticus	venatório
venatio	caça \ jogo \ caça
venatio et collectio	caçador-coletor
venatio vulpium	caça à raposa
venator	caçador \ o que está à espreita, investigador.
venatura	caça
venatus	caça
venceslaus klaus	václav klaus
vendea	vendéia
vendere	vender \ ceder \ colocar
venditio	venda \ leilão \ liquidação
venditio libera	leilão
venditio terminans	liquidação
venditio ternimans	liquidação
venditor	vendedor \ vendedora
venditrix	vendedor \ vendedora
vendo	vender
venefica	bruxa \ bruxo \ feiticeira
veneficium	encanto \ feitiço \ bruxaria
veneficus	feiticeiro \ bruxo \ mago
venenifer	venenosa
veneno	empeçonhar \ envenenar \ intoxicar
venenosus	tóxico \ venenoso
venenum	veneno \ peçonha \ tóxico \ veneno
veneratio	honra \ respeito \ veneração
venereus	venusiano
veneris	sexta-feira
venerius	venéreo
venero	adorar \ cultuar \ venerar
veneror	venerar
venetia	veneza \ vêneto \ venice beach
venetiae	veneza \ veneza
venetiola	venezuela \ venezuela
venetus	azul esverdeado \ verde azulado \ vêneto
veni	vir
venia	anistia \ indulto geral \ licença
veniam dare	desculpar \ escusar \ perdoar \ remitir
venio	estar \ vir
venire	vir \ ir \ chegar
venit	vem / vir
venitas	futilidade
venor	caçar \ matar \ perseguir
venosus	venoso
venta belgarum	winchester
venter	barriga \ ventre \ estômago
venti	ventos
venti anniversarii	alísio \ alísio
ventilare	soprar
ventilatorium	ventilador
ventilatrum	ventilador
ventilo	abanar \ flabelar \ ventilar
ventimola	moinho de vento \ moinho de vento
ventosa	ventosa
ventosus	ventoso
ventriculus	estômago \ ventrículo \ ventrículo
ventriloquus	ventríloquo
ventulus	brisa
ventus	vento \ sopro \ vento
ventus solaris	vento solar \ vento solar
venum	leilão \ liquidação \ venda
venum liberum	leilão
venum terminans	liquidação
venum ternimans	liquidação
venus	vénus \ vênus \ vênus \ vénus
venusia	venosa
venustas	beleza \ encanto
venusto	embelezar
venustus	atraente \ adorável \ agradável
vepres	moita \ espinheiro \ sarça
ver	primavera \ pprimavera
vera	crença
vera ecclesia iesu	verdadeira igreja de jesus
vera religio catholica romana est	a religião verdadeira é a católica romana
veracitas	veracidade
veraciter	realmente \ verdadeiramente
veratrum	flor-da-verdade \ verator
verax	veraz
verba	texto
verba scriptoris	matéria
verbalis	verbal
verbania	verbania
verbanus	lago maggiore
verbascum	verbascum
verbascum densiflorum	verbascum densiflorum
verbascum thapsus	verbascum thapsus
verbatim	literalmente
verbena	verbena
verbenaceae	verbenáceas
verber	açoite
verbera	luta
verberans metallum	thrash metal
verbero	bater \ canalha \ açoitar \ chicote
verbi gratia	por exemplo
verbo ad verbum	palavra por palavra
verborum index	dicionário \ léxico
verborum notatio	etimologia
verbum	palavra \ verbo \ vocábulo \ verbo
verbum adiectum	adjetivo \ adjectivo
verbum anomalum	verbo irregular
verbum auxiliare	verbo auxiliar
verbum cognatum	cognato \ cognato
verbum compositum	composição \ composição
verbum defectivum	verbo defectivo
verbum dictum	spoken word
verbum honoris	palavra da honra \ palavra de honra
verbum temporale	verbo
vercellae	vercelli
vercingetorix	vercingétorix
vere	realmente \ na verdade \ verdadeiramente \ mesmo
verecundia	modéstia \ vergonha
verecundus	discreto \ reservado \ temeroso \ tímido
veredus	cavalo
verendus	apavorante \ aterrador
vereor	temer \ ter medo de \ medo
vergilius	virgílio
veridicus	verifico
verificatio	verificação
verifico	verificar
veriloquium	etimologia \ franqueza
verisimilis	previsível \ provável \ verossímil
verisimiliter	provavelmente
verisimilitudo	verosimilhança \ verossimilhança
veritas	verdade \ verdades \ franqueza
veritatis splendor	veritatis splendor
veriverbium	veracidade
vermiculus	vermelho \ rubro \ larva \ larva
vermilingua	vermilingua
verminosus	picada de vermes
vermis	verme \ lombriga \ minhoca \ verme
vermivora chrysoptera	mariquita-d'asa-amarela \ mariquita-d'asa-amarela
verna	governanta
vernacularis	vernáculo
vernaculus	escravo \ vernáculo
vernix	verniz
vero	mas \ na verdade \ mesmo
verona	verona \ verona \ berna
veronica	besseya \ verônica \ verônica
veronica anagallis-aquatica	veronica anagallis-aquatica
veronica chamaedrys	verónicas
veronica hederifolia	veronica hederifolia \ verónica-de-folha-de-hera
veronica persica	verónica-da-pérsia
veror	temer \ ter medo de
verovanje	crença
verpa	picha \ caralho \ jeba
verres	barrão \ cachaço \ varrão
verruca	verruga \ verruga
versalia	versalhes
versaliae	versalhes \ versalhes
versatilis	versátil
versatio	alteração \ vez
versatus	versado
versiculus	versículo
versipellem	lobisomem
verso	versar
versor	achar-se \ residir \ viver
versus	contra \ linha \ verso \ verso
versus liber	verso livre
versutus	engenhoso
versuum series	estância
vertebra	vértebra \ vertebra \ vértebra
vertebrae cervicales	vértebra cervical
vertebrae lumbales	vértebra lombar
vertebrae thoracicae	vértebra torácica
vertebrata	vertebrados \ vertebrados \ vertebrados
vertere	girar \ traduzir \ virar
vertex	redemoinho \ topo \ turbilhão
verticillus	verticilo
vertigo	redemoinho
verto	girar \ transformar \ virar
vertragus	galgo \ lebréu
veru	espeto \ ferrolho \ tranca \ trinco
verum	fato \ mas \ porém \ verdadeiro
verum enim	mas na verdade
verum vero	mas na verdade
verumtamen	apesar disso \ contudo \ no entanto
verus	verdadeiro \ real \ vero
verus similitudo	possibilidade
verutum	dardo \ javalina
vervex	carneiro \ carneiro castrado
vesania	vesânia
vesci	pôr \ alimentar
vesica	bexiga \ bolha \ empola \ bexiga
vesica biliaris	vesícula biliar \ vesícula biliar
vesica fellea	vesícula biliar
vesicula	transporte de vesículas \ vagem \ vesícula
vesicula seminalis	vesícula seminal \ vesícula seminal
vesicula synaptica	vesícula sináptica
vesicula umbilicalis	vesícula vitelina
veslingburen	wesselburen
vesontio	besançon
vespa	vespa \ vespa \ vespa
vespasianus	vespasiano
vesper	tarde \ noite \ ocidente
vesper rubens	arrebol
vesper sanctus	véspera de natal \ véspera de natal
vespera	tarde \ tardezinha \ noite
vesperascere	anoitecer
vesperi	à tarde
vespertilio	morcego
vespertinus	noite
vespidae	vespídeos
vesta	vesta \ vesta
vestalis virgo	vestal
vester	vosso \ seu \ vossa
vestiario exire	sair do armário
vestiarium	vestiário
vestibularis	vestibular
vestibulum	entrada
vesticula	biquini
vesticula balnearis	maiô
vestigia	rasto \ rastro
vestigium	ferradura \ marca \ passo
vestimenta	roupa \ vestuário \ roupa
vestimentarium	guarda-roupa
vestimentum	roupa \ indumento \ manto \ veste
vestio	vestir \ trajar \ usar \ vestido
vestior	vestir-se
vestire	vestir \ cobrir \ revestir
vestis	roupa \ vestuário \ indumento
vestis balnearis	traje de banho
vestis muliebris	vestido
vestitor	grevista
vestitus	roupa \ vestuário \ traje
vestium	guarda roupa \ guarda-roupa
vesto	cobrir \ revestir \ vestir
vestra	seu
vestrae	seu
vestras	vossa
vestri	seu
vestrum	as senhoras \ os senhores \ seu \ vocês
vesulum	vesoul
vesuntio	besançon
vesuvius	vesúvio
vesuvius mons	vesúvio
vetare	veto \ proibir
vetatum est	é proibido
vetatur	proibido \ é proibido
veter	antigo
vetera	os tempos antigos
veterinarius	veterinário
veternosus	sonolento
veternus	sonolência \ velhice
vetitum	veto
vetitum est	proibido \ é proibido
vetitus	proibido \ vedado
veto	proibir \ veto \ banir
vetui	veto
vetula	idosa \ velha
vetulus	velho \ antigo \ idoso
veture	dirigir
vetus	velho \ antiga \ antigo
vetus testamentum	antigo testamento \ antigo testamento
vetustas	velhice
vetustus	antiga \ velho \ caduco
vexamen	levante
vexatio	maus-tratos \ vexame
vexfordia	wexford \ wexford
vexillarius	bandeira \ vexilário
vexillum	bandeira \ estandarte \ companhia \ vexillum
vexillum arcus caeli	bandeira arco-íris \ bandeira arco-íris
vexillum finniae	bandeira da finlândia
vexillum stellis punctatum	hino nacional dos estados unidos da américa
vexo	irritar
vezirus	vizir \ vizir
veßpera	noite
veßtis	roupa
vi	vi
via	estrada \ caminho \ via \ estrada
via appia	via ápia
via aquaria	hidrovia
via aurelia	via aurelia
via cassia	via cassia
via claudia augusta	via claudia augusta
via commercii	rota de comércio
via crucis	via crucis \ via sacra
via flaminia	via flaminia
via lactea	via láctea \ via láctea \ via láctea \ a via láctea \ via láctea
via multivectoria	pedonal
via nomentana	via nomentana
via regalis	estrada real persa
via sacra	via sacra
via salaria	via salaria
via sericaria	rota da seda
viadrus	rio oder \ odra \ rio oder \ óder \ oder
viaductus	viaduto
viae	estrada \ caminho \ via
viaeductus	viaduto \ viaduto
viator	viajante \ caminhante \ mensageiro
viatrix	mensageiro \ viajante
vibiscum	vevey
vibratio	agitação \ vibração
vibratio ultrasonica	ultrassom
vibratiuncula	pequena vibração
vibratus	vibrado
vibrio	vibrião
vibrissa	bigode
vibrisso	tremer
vibro	vibrar
viburnum	viburno
vibus valentia	vibo valentia
vicanus	aldeão
vicariatus apostolicus	vicariato apostólico
vicarius	vigário \ substituto \ vicário \ vigário
vicarius foraneus	vigário forâneo
vicarius generalis	vigário-geral
viccingi	vikings
vicecomes	sheriff \ visconde \ visconde
viceregnum	vice-reino
viceregnum peruvianum	vice-reino do peru
vicerex	vice-rei \ vice-rei
vices lunae	fases da lua
vicesima	vigésimo \ vigésima
vicesimum	vigésimo \ vigésima
vicesimus	vigésimo \ vigésima
vicetia	vicenza
vicetinus	vicentino
vici	wiki \ wiki
vicia	vicia \ vicia
vicia sepium	ervilhaca-dos-lameiros
vicifons	wikisource
vicimedia	wikimedia foundation
vicimedia communia	wikimedia commons
vicina	vizinho
vicingi	vikings
vicinia	bairro \ vizinhança
vicinitas	vizinhança \ bairro
vicinor	vizinhar com
vicinuntii	wikinews
vicinus	vizinho
vicipaedia	wikipédia
vicipaediana	wikipedian \ wikipediana \ wikipediano
vicipaedianus	wikipedian \ wikipediana \ wikipediano
vicissitudo	alteração \ câmbio \ vicissitude
vicissitudo litterarum	correspondência
vicium	vício
victima	vítima
victionarium	wikcionário
victor	vencedor \ ganhador \ victor \ vítor \ viktor
victor dyk	viktor dyk
victor hugo	victor hugo
victor i	papa vítor i
victor ii	papa vítor ii
victor iii	papa vítor iii
victor iuscenco	viktor yushchenko
victor iv	antipapa vítor iv
victoria	vitória \ victoria \ vitória \ victoria \ vitória do reino unido
victoria pyrrhica	vitória de pirro \ vitória pirrónica \ vitória pirrônica \ vitória pírrica
victoriacum	vitória
victoriatus	vitorioso
victoriosus	vitorioso
victorius alfieri	vittorio alfieri
