term	translation
republica udmurtia	república da udmúrtia \ udmúrtia
republica uganda	república de uganda
republica ungară	república da hungria
republica uzbekistan	república do uzbequistão
republica vermont	república de vermont
republica zair	república do zaire
republica zambia	república da zâmbia \ república de zâmbia
republica zimbabwe	república do zimbabwe \ república do zimbábue
republican	republicano
republicanism	republicanismo \ republicanismo
republicană	republicano
republicile maritime	repúblicas marítimas
republicile rusiei	repúblicas da rússia
republică	república
republică autonomă	república autônoma
republică bananieră	república das bananas \ república das bananas \ república das bananas
republică constituțională	república constitucional
republică federală	república federal
republică parlamentară	república parlamentarista
republică prezidențială	presidencialismo \ presidencialismo
republică semi-prezidențială	semipresidencialismo
republika srpska	república sérvia
repugnant	repugnante
repugnanță	aversão \ horror \ repugnância
repulsie	repulsão \ relutância \ hesitação
repulsiv	repugnante
reputaţia expeditorului	reputação do remetente
reputaţie	reputação \ fama \ nome
rescrie	reescrever
rescriere de adrese	conversão de endereços \ reconfiguração de endereço
resemna	resignar-se
resende	resende
resende costa	resende costa
resentiment	ressentimento
reserpină	reserpina \ reserpina
resetare	repor \ reiniciar \ redefinir \ repor \ zerar
resetare hardware	reinicialização forçada \ reinicialização total
resetare parolă	redefinição de senha \ reposição de palavra-passe
resigila	resselar \ selar novamente
resimți	resentir-se
resistance: fall of man	resistance: fall of man
resorbi	reabsorver
resort	mola \ mola
respect	respeito \ consideração \ respeito
respecta	respeitar
respectabil	respeitável
respectabilitate	respeitabilidade
respectos	respeitoso
respinge	rejeitar \ refutar \ recusar
respingere	recusa \ rechaço
respingerea bugetului	rejeição do orçamento
respingător	repulsivo \ nojento \ desagradável
respira	respirar \ espirar
respiraţie	respiração
respirație celulară	respiração celular
respondent	respondente \ dispositivo de resposta
responsabil	responsável \ respondível
responsabil cu conformitatea	responsável pela conformidade
responsabilitate	responsabilidade \ obrigação \ dívida
responsabilitate administrativă	responsabilidade administrativa
responsabilitate angajată	responsabilidade
responsabilitate civilă	responsabilidade civil
responsabilitate contractuală	responsabilidade contratual
responsabilitate internațională	responsabilidade internacional
responsabilitate juridică	responsabilidade
responsabilitate ministerială	responsabilidade governamental
responsabilitate penală	responsabilidade penal
responsabilitate pentru mediul înconjurător	responsabilidade por danos ambientais
responsabilitate politică	responsabilidade política
responsabilitate părintească	responsabilidade paternal
responsabilitate socială corporatistă	responsabilidade social das empresas
responsabilitatea penală a minorilor	responsabilidade penal dos menores
responsabilitatea producătorului	responsabilidade do produtor
responsabilitatea statului	responsabilidade do estado
response management through partner	response management through partner
responsive web design	web design responsivo
ressaquinha	ressaquinha
rest	troco \ sobra \ resto
restabili	restaurar \ restauração \ restauro
restabilire bază de date	restaurar banco de dados \ restaurar base de dados \ restauração do banco de dados \ restauro de base de dados
restabilire conexiune mesaj instant	restabelecer conexão com o sistema de mensagens instantâneas \ restabelecer ligação de mensagens instantâneas
restabilire conversaţie mesaj instant	restabelecer conversa de mensagem instantânea \ restabelecer conversação por mensagens instantâneas...
restabilire partajare conexiune	reestabelecer ligação de partilha,,, \ restabelecer sessão de compartilhamento...
restaurant	restaurante
restaurare	restauração \ reconstrução \ restauro \ restaurar
restaurare sistem	restauração do sistema \ restauro do sistema
restaurație	restauração \ reconstrução
restitui	restituir \ devolver \ retornar
restituire la import	restituição à importação
restituirea producției	restituição à produção
restitutio in integrum	restitutio ad integrum
restrictiv	restritivo
restricţie	restrição
restricţie site	restrição de site
restricţii web	restrições na internet \ restrições à web
restricție cantitativă	restrição quantitativa
restricție de comercializare	limitação de comercialização
restricție de export	restrição à exportação
restricție de import	restrição à importação
restricție de schimb valutar	restrição cambial
restricții ale libertății	restrição da liberdade
restricții comerciale	restrição ao comércio
restricționarea concurenței	restrição de concorrência
restructurare industrială	reestruturação industrial
restrânge	restringir \ limitar \ conter
restrînge	restringir
resturi	sobra
resurgenţă	ressurgência
resurse	recurso \ expediente \ recursos
resurse ale solului	recursos do solo
resurse animale	recursos animais
resurse bugetare	recursos orçamentais
resurse bugetare suplimentare	recursos adicionais
resurse de apă	recursos hídricos \ recursos hídricos
resurse de echipă	recursos da equipe \ recursos para equipa
resurse de hrană	recursos alimentares
resurse economice	recurso económico
resurse educaționale deschise	recursos educacionais abertos
resurse energetice	recursos energéticos
resurse energetice disponibile	disponibilidades energéticas
resurse marine	recursos marítimos
resurse minerale	recurso mineral
resurse minerale submarine	recursos minerais submarinos
resurse naturale	recurso natural \ recursos naturais \ recurso natural
resurse pentru publicare	recursos de publicação
resurse piscicole	recurso haliêutico
resurse proprii	recursos próprios
resurse reutilizabile	recurso renovável
resurse tva	recursos iva
resurse umane	pessoal \ recursos humanos
resurse vegetale	recursos vegetais
resursă	recurso \ expediente
resursă de temă	recurso de tema \ recurso do tema
resursă dedicată	recurso dedicado
resursă disc fizic	recurso disco físico \ recurso de disco físico
resursă executivă	recurso executivo
resursă la distanţă	recurso remoto
resursă naturală	recurso natural
resursă statică	recurso estático
retablu	retábulo
retard-o-bot	retard-o-bot
retardat	retardado
reteta	receita \ prescrição
rethymnon	rethymno
retichetă	netiqueta
reticul endoplasmatic	retículo endoplasmático
reticulul	retículo \ reticulum \ retículo
retinere	preocupação
retinol	vitamina a
retină	retina \ retina
retorică	oratória \ retórica
retoromană	romanche \ rético \ reto-romanche
retortă	retorta \ balão
retracta	retratar \ retratar-se
retrage	retirar \ levantar \ sacar
retragere	desaprovisionamento \ desprovisionamento \ retirar-se \ retirada
retragere a unui caz din instanță	processos judiciais em atraso
retragere de la publicare	anular publicação \ cancelar publicação
retragere de pe piață	retirada do mercado
retragerea candidaturii	desistência de candidatura
retragerea unui acord	denúncia de um acordo
retransmisie corespondenţă	mail relay \ retransmissão de email
retras	isolado
retribui	retribuir
retribuție	remuneração
retro	retro \ retrô
retroactivitatea legilor	retroactividade da lei
retrodifuzie	retrodifusão
retrogradare profesională	retrogradação profissional
retronim	retrónimo
retrospectiv	retrospectivo
retrovirus	retroviridae
retur	devolução
retur de car	carriage return
retur de legătură	backlink
returna	devolver \ retornar \ restituir \ voltar
returnare	retorno
returnat	retornado
retușa	retocar
reumatism	reumatismo \ reumático \ reumatismo
reumatologie	reumatologia
reunificare	reunificação
reunion	reunião
reunire	reunião
reuniune internațională	reunião internacional
reuniune la nivel înalt	cimeira
reuniune ministerială	reunião ministerial
reus	reus
reute	reute
reuters	reuters
reutlingen	reutlingen
reuşită	resultado \ visita \ ocorrência
reuși	conseguir \ cumprir \ realizar
revedea	rever
revelare	revelação
revelator	revelador
revelație	revelação \ revelação divina \ revelação divina
revelion	réveillon \ véspera de ano-novo \ noite de são silvestre \ véspera do ano novo
revendica	reivindicar \ reclamar \ demandar
revendicare	reivindicação \ reclamo
reveni	retornar \ voltar \ devolver
revenire	regresso \ retorno \ volta
revenire după eşec	failback \ reativação pós-falha
revent	ruibarbo
revers	verso
revigora	revigorar \ fortalecer \ vigorizar
revin imediat	volto já \ volto logo
revistă	revista \ publicação
revistă de literatură de consum	pulp
revistă electronică	e-zine \ ezine \ revista eletrónica \ revista eletrônica
revistă pe web	revista da web \ revista na web \ webzine
revistă pentru adolescenți	revista para adolescentes
revistă științifică	revista científica
revitaliza	revitalizar
revival	revival \ revivalista
revizionism	revisionismo
revizuire document	revisão de documento \ revisão de documentos
